id	name	colorfulness	alpha	stdDevLocalMax	maxSaliencyCount	saliencyDisparity	spatialEdgeDistributionArea	entropyComplexity	asymmetry	asymmetry_env	centroid	energy	flatness	roll_off	zcr
0	ACCEDE00000.mp4	47.939117	5	0.149163	0.002094	0.015579	0.842532	12.011075	0.242137	19.727504	0.160459	1.182322	0.000287	0.297445	0.319205
1	ACCEDE00001.mp4	52.748894	41	0.047661	0.004708	0.022905	0.860802	12.795528	0.806076	57.945141	0.122937	1.506831	0	0.177733	0.194707
2	ACCEDE00002.mp4	60.224403	50	0.15421	0.005028	0.030379	0.931222	18.025742	0.79841	64.968688	0.112316	6.977778	0	0.078339	0.105172
3	ACCEDE00003.mp4	82.669434	43	0.189046	0.023213	0.252079	0.877269	10.104119	0.942413	73.747041	0.099282	7.953836	0	0.024513	0.067364
4	ACCEDE00004.mp4	64.427177	38	0.079961	0.01336	0.185855	0.844174	12.164057	0.992577	77.877285	0.097055	16.957141	0	0.032172	0.065708
5	ACCEDE00005.mp4	59.896679	31	0.018403	0.006994	0.028485	0.914522	12.127919	0.755334	61.201109	0.114906	2.054344	0	0.085112	0.108945
6	ACCEDE00006.mp4	44.781807	48	0.091324	0.00497	0.023059	0.904306	9.870523	0.874769	67.58923	0.10745	4.89328	0	0.063136	0.091433
7	ACCEDE00007.mp4	56.581673	42	0.187977	0.007887	0.178086	0.896113	15.653535	0.748601	61.027498	0.112574	19.736246	0.000364	0.069405	0.093928
8	ACCEDE00008.mp4	66.858261	39	0.051399	0.002402	0.121883	0.859941	11.680778	0.969235	71.461362	0.098239	11.508177	0	0.032984	0.061531
9	ACCEDE00009.mp4	57.232445	32	0.113801	0.034516	0.115986	0.900988	11.770524	0.903094	72.009686	0.109739	7.632913	0	0.085998	0.10164
10	ACCEDE00010.mp4	55.741066	32	0.105493	0.014811	0.086449	0.895781	11.943383	0.807911	63.29082	0.116997	3.337596	0	0.120207	0.128786
11	ACCEDE00011.mp4	57.119896	41	0.16834	0.001218	0.015183	0.941805	8.258511	1.332447	113.014642	0.09589	4.555407	0	0.061883	0.086313
12	ACCEDE00012.mp4	53.472397	40	0.024146	0.004052	0.030986	0.904597	13.048941	0.719672	60.882816	0.126375	0.862507	0	0.196056	0.199696
13	ACCEDE00013.mp4	82.004982	41	0.136644	0.00143	0.099463	0.891655	11.67606	1.215864	100.12239	0.091849	3.8872	0	0.020537	0.056817
14	ACCEDE00014.mp4	42.235054	43	0.033216	0.004392	0.05755	0.853156	13.227901	1.216628	108.150207	0.103184	3.908412	0	0.070547	0.097466
15	ACCEDE00015.mp4	89.741394	39	0.038388	0.001662	0.019259	0.938585	10.23356	3.060412	239.299219	0.064981	15.748924	0.000712	0.052409	0.084305
16	ACCEDE00016.mp4	64.568863	41	0.163112	0.001758	0.240539	0.935365	7.66796	1.200844	110.892221	0.115273	2.231577	0	0.180961	0.177066
17	ACCEDE00017.mp4	74.719986	43	0.140415	0.008128	0.118059	0.939478	12.893633	0.795932	63.688335	0.121259	4.743648	0	0.155289	0.159584
18	ACCEDE00018.mp4	40.207561	61	0.037913	0.034545	0.116713	0.869089	2.529352	0.652121	56.374151	0.126553	5.787444	0	0.170073	0.16373
19	ACCEDE00019.mp4	32.266323	39	0.048883	0.007779	0.07051	0.82346	7.291376	0.639701	51.036344	0.123439	6.694033	0	0.131838	0.138488
20	ACCEDE00020.mp4	81.678032	25	0.079301	0.151164	0.273218	0.931836	10.118099	0.350152	29.391305	0.144038	9.180343	0.014038	0.225103	0.215397
21	ACCEDE00021.mp4	34.275852	44	0.09647	0.004505	0.077345	0.93232	13.979059	0.459213	36.103357	0.138939	3.575689	0	0.211757	0.204389
22	ACCEDE00022.mp4	68.693161	31	0.015629	0.000864	0.010249	0.913163	7.526587	0.683553	46.620635	0.137797	5.902211	0	0.232627	0.229472
23	ACCEDE00023.mp4	64.895432	28	0.126425	0.010971	0.116326	0.890113	11.428555	0.656041	57.331744	0.131247	3.642316	0	0.208407	0.2101
24	ACCEDE00024.mp4	59.85144	30	0.103486	0.01208	0.078532	0.924931	6.632375	0.669111	40.522916	0.127412	2.719025	0	0.181282	0.167685
25	ACCEDE00025.mp4	90.527412	57	0.176397	0.005394	0.108151	0.909252	10.154859	2.082035	174.620149	0.060071	15.799357	0	0.036967	0.057019
26	ACCEDE00026.mp4	34.954681	35	0.204009	0.001941	0.312522	0.865493	13.869771	1.838934	144.460347	0.065713	36.505395	0.011184	0.039994	0.06326
27	ACCEDE00027.mp4	81.386932	47	0.026562	0.001396	0.03862	0.914795	11.893987	1.870307	155.260457	0.064867	40.293225	0.005214	0.036958	0.058037
28	ACCEDE00028.mp4	59.150707	55	0.042622	0.00079	0.010797	0.699604	12.550637	2.046258	168.553152	0.058452	36.80141	0.005395	0.028515	0.050233
29	ACCEDE00029.mp4	71.673912	21	0.030148	0.006092	0.032807	0.796531	10.866261	0.408492	33.679105	0.148346	2.298757	0	0.247608	0.269703
30	ACCEDE00030.mp4	47.12368	44	0.19029	0.004085	0.032537	0.800585	11.425442	0.2414	19.583533	0.161058	7.942263	0.267038	0.293006	0.312267
31	ACCEDE00031.mp4	34.82439	44	0.145769	0.02549	0.196601	0.795768	10.372759	0.396933	28.648629	0.146302	2.659752	0	0.268082	0.263401
32	ACCEDE00032.mp4	101.713058	6	0.048475	0.002734	0.080507	0.788405	9.561141	0.490813	38.991966	0.144464	1.931664	0	0.238361	0.255721
33	ACCEDE00033.mp4	49.620438	112	0.080502	0.001754	0.019584	0.902454	11.642683	0.430257	35.407961	0.147682	0.942126	0	0.250554	0.270142
34	ACCEDE00034.mp4	65.104584	216	0.095707	0.003021	0.093368	0.802486	5.955224	2.365771	174.89905	0.0561	2.821298	0	0.023694	0.041126
35	ACCEDE00035.mp4	31.299503	43	0.103502	0.008232	0.068264	0.885426	10.067931	0.377275	30.44507	0.151631	1.630665	0	0.268763	0.288026
36	ACCEDE00036.mp4	50.414249	15	0.12566	0.007389	0.099453	0.91188	9.302106	0.689553	53.082233	0.12752	6.611137	0.00145	0.187671	0.205017
37	ACCEDE00037.mp4	48.648979	4	0.049621	0.018779	0.166101	0.907701	10.800323	0.798771	62.582398	0.125178	6.538881	0.000381	0.180009	0.200207
38	ACCEDE00038.mp4	45.807919	24	0.145301	0.31331	0.2665	0.912356	8.433431	0.635397	54.837586	0.126704	1.783734	0	0.183025	0.177238
39	ACCEDE00039.mp4	47.444893	15	0.091004	0.007625	0.252799	0.908172	8.602142	0.481446	33.894121	0.139741	3.442746	0	0.236384	0.23587
40	ACCEDE00040.mp4	40.229881	185	0.04849	0.009379	0.076433	0.908489	10.675776	0.503992	41.681234	0.13667	3.259372	0	0.220582	0.225936
41	ACCEDE00041.mp4	81.424911	30	0.160134	0.004064	0.025934	0.910324	10.366118	1.292483	104.564305	0.089146	6.175985	0	0.046548	0.084705
42	ACCEDE00042.mp4	41.432827	15	0.062421	0.021559	0.164985	0.909826	10.68963	1.444301	115.343565	0.087126	3.007718	0	0.055838	0.094247
43	ACCEDE00043.mp4	72.392433	31	0.063261	0.004962	0.049723	0.813841	12.064571	1.225978	104.545846	0.090419	1.512833	0	0.057316	0.093771
44	ACCEDE00044.mp4	39.495827	44	0.041193	0.007077	0.036427	0.831196	10.970536	0.953109	80.384938	0.102219	2.511715	0	0.082634	0.117118
45	ACCEDE00045.mp4	53.705544	86	0.058259	0.004683	0.107415	0.910324	8.236482	1.701163	124.604953	0.06948	10.745425	0	0.026708	0.051309
46	ACCEDE00046.mp4	65.24025	52	0.158412	0.000981	0.016796	0.903046	13.683091	0.400153	32.262571	0.138072	12.793812	0.000385	0.161192	0.156764
47	ACCEDE00047.mp4	47.754246	5	0.084642	0.002252	0.146432	0.841645	12.06896	0.364998	31.171052	0.141638	2.660534	0.00073	0.183198	0.181223
48	ACCEDE00048.mp4	49.142597	24	0.176454	0.009944	0.28487	0.866533	12.041454	0.348918	26.206117	0.14493	0.759465	0	0.227736	0.211885
49	ACCEDE00049.mp4	62.651546	21	0.081023	0.011536	0.140416	0.883942	8.238142	0.567015	45.011347	0.130316	5.439014	0	0.181583	0.180023
50	ACCEDE00050.mp4	74.37793	34	0.082156	0.033041	0.314055	0.92075	9.246296	0.451722	37.451221	0.138995	2.618651	0.001147	0.213204	0.2105
51	ACCEDE00051.mp4	58.166504	39	0.204496	0.008041	0.189829	0.845793	6.213213	0.367709	27.75427	0.14449	13.271798	0.075932	0.234766	0.217081
52	ACCEDE00052.mp4	85.664063	59	0.069022	0.001828	0.016568	0.906059	9.825215	2.19291	153.854522	0.059005	12.351735	0	0.02521	0.044059
53	ACCEDE00053.mp4	77.578987	34	0.042958	0.002647	0.089014	0.871318	9.251573	1.740259	140.242179	0.068921	10.765412	0.00034	0.02717	0.054848
54	ACCEDE00054.mp4	64.604706	44	0.170493	0.007542	0.213364	0.903997	10.266044	1.690869	143.325742	0.074312	0.518856	0	0.033991	0.061083
55	ACCEDE00055.mp4	96.382729	29	0.163117	0.001147	0.013433	0.882704	9.937024	1.71918	131.80393	0.068322	6.047359	0	0.022117	0.046222
56	ACCEDE00056.mp4	63.869358	45	0.136858	0.0048	0.183223	0.900436	10.551759	1.846033	139.979228	0.060894	37.366609	0.001128	0.013784	0.033221
57	ACCEDE00057.mp4	32.902199	15	0.174363	0.004866	0.283918	0.89266	12.134279	0.313308	26.335266	0.154235	0.950753	0.00029	0.270279	0.289508
58	ACCEDE00058.mp4	93.796249	29	0.150809	0.001309	0.18531	0.875655	11.922823	2.200766	167.361059	0.053927	47.059414	0.000353	0.023602	0.038403
59	ACCEDE00059.mp4	83.671951	28	0.071988	0.024505	0.233057	0.839779	8.480587	1.980865	153.865487	0.062723	4.951071	0	0.023891	0.043344
60	ACCEDE00060.mp4	89.612862	66	0.022429	0.005934	0.029073	0.918451	15.902032	2.751868	230.594571	0.051922	7.058141	0	0.025626	0.041712
61	ACCEDE00061.mp4	94.287453	44	0.068071	0.017977	0.12212	0.915992	17.707779	2.704343	222.52971	0.05143	5.247684	0	0.033652	0.047373
62	ACCEDE00062.mp4	87.147354	29	0.166507	0.024526	0.298466	0.86326	8.509038	2.969589	227.096618	0.046147	11.360048	0	0.023677	0.037199
63	ACCEDE00063.mp4	79.852745	29	0.019194	0.006986	0.03027	0.873143	10.087239	2.273831	176.628043	0.060183	6.634989	0	0.02736	0.048032
64	ACCEDE00064.mp4	61.110542	213	0.056542	0.005211	0.085212	0.808235	6.869829	1.567871	132.474058	0.079487	8.444072	0	0.027317	0.062609
65	ACCEDE00065.mp4	65.923599	359	0.182513	0.001072	0.011277	0.914232	10.118338	1.062996	83.278422	0.093198	0.556553	0	0.019052	0.06557
66	ACCEDE00066.mp4	59.408585	34	0.084781	0.001791	0.015378	0.870489	8.625529	1.715235	130.486612	0.067898	10.468008	0	0.028134	0.052581
67	ACCEDE00067.mp4	52.327351	188	0.148161	0.002024	0.059075	0.862739	8.220425	1.864117	159.532335	0.063928	17.443976	0	0.026541	0.048573
68	ACCEDE00068.mp4	50.718506	81	0.219156	0.003366	0.029281	0.894763	12.857132	0.319667	23.690214	0.153529	11.504255	0.208808	0.276225	0.278969
69	ACCEDE00069.mp4	53.249649	42	0.215902	0.027306	0.250327	0.895225	13.486977	0.80465	61.480577	0.116982	2.351081	0	0.143803	0.143516
70	ACCEDE00070.mp4	73.821518	30	0.039812	0.00642	0.105915	0.939478	12.690557	1.045784	88.248285	0.110963	3.655406	0	0.124222	0.134312
71	ACCEDE00071.mp4	43.998611	196	0.221548	0.007584	0.025623	0.936975	8.456775	0.603872	47.976992	0.124559	7.137562	0	0.148838	0.149002
72	ACCEDE00072.mp4	52.797993	43	0.142218	0.003287	0.095266	0.9041	12.268758	0.747942	55.940942	0.117992	7.96589	0	0.134542	0.139592
73	ACCEDE00073.mp4	61.295837	196	0.133632	0.003994	0.289588	0.85991	14.034313	2.013362	162.340281	0.055837	17.675976	0	0.018568	0.037295
74	ACCEDE00074.mp4	47.364319	196	0.21808	0.002248	0.16407	0.777602	12.681763	2.219423	174.773332	0.051866	20.7416	0	0.012729	0.030502
75	ACCEDE00075.mp4	51.064575	217	0.144439	0.098708	0.104895	0.668365	9.882568	0.355257	29.153819	0.144546	11.586134	0.013014	0.228701	0.214686
76	ACCEDE00076.mp4	80.250435	28	0.063401	0.019236	0.139283	0.895794	12.105061	0.437215	29.356215	0.142604	0.398662	0	0.24447	0.240537
77	ACCEDE00077.mp4	58.978878	12	0.081686	0.022436	0.112618	0.762431	12.944269	0.923224	83.409679	0.123008	6.86869	0.001736	0.191241	0.197953
78	ACCEDE00078.mp4	67.315788	12	0.111057	0.151654	0.242246	0.843831	11.117746	1.100387	77.202676	0.11436	4.437247	0	0.168615	0.178128
79	ACCEDE00079.mp4	37.944389	5	0.105695	0.003416	0.215533	0.928092	10.213853	0.72769	59.392542	0.126896	4.16035	0	0.145417	0.167522
80	ACCEDE00080.mp4	76.122414	26	0.238608	0.001446	0.012793	0.862288	9.981705	1.150655	91.721112	0.094699	3.836052	0	0.047669	0.084624
81	ACCEDE00081.mp4	78.156197	31	0.149876	0.013497	0.121342	0.913436	9.64059	1.388803	114.691147	0.087454	6.962273	0	0.043033	0.078277
82	ACCEDE00082.mp4	66.894424	51	0.12495	0.036079	0.240014	0.900436	11.672611	1.222294	101.44875	0.085909	10.422566	0.000316	0.029063	0.065641
83	ACCEDE00083.mp4	82.422523	50	0.129166	0.013069	0.189439	0.923872	10.776837	1.160805	81.001181	0.092976	3.174567	0.000498	0.023411	0.069425
84	ACCEDE00084.mp4	80.368546	40	0.025438	0.004625	0.034537	0.923396	10.893835	1.10281	91.084259	0.090552	1.04016	0	0.023613	0.068497
85	ACCEDE00085.mp4	98.199493	25	0.148899	0.007422	0.20867	0.884978	10.648002	1.509349	122.524229	0.089175	6.707448	0	0.045469	0.084196
86	ACCEDE00086.mp4	10.444898	62	0.069575	0.045441	0.22258	0.849134	10.600677	2.164317	175.787815	0.060977	33.157652	0	0.047892	0.055049
87	ACCEDE00087.mp4	13.337311	253	0.125066	0.616053	0.260815	0.87061	8.563624	2.008086	163.242278	0.062049	47.661028	0.000679	0.044246	0.052995
88	ACCEDE00088.mp4	15.385768	61	0.07517	0.015039	0.10193	0.593407	9.188648	2.170061	163.952108	0.05793	43.519647	0	0.038025	0.04591
89	ACCEDE00089.mp4	16.011015	218	0.042038	0.010069	0.072263	0.853842	8.078237	2.193586	169.855398	0.057805	44.704065	0	0.03769	0.046987
90	ACCEDE00090.mp4	37.261528	5	0.124723	0.004638	0.07139	0.906624	10.492262	0.703721	54.626699	0.12762	2.924873	0	0.156198	0.170074
91	ACCEDE00091.mp4	37.38562	10	0.209134	0.011474	0.259145	0.91436	9.73945	2.079187	175.751537	0.052787	62.204977	0	0.023796	0.040865
92	ACCEDE00092.mp4	54.990639	39	0.026487	0.001089	0.010605	0.882314	17.380014	2.019426	169.276777	0.052793	73.803281	0	0.019043	0.039299
93	ACCEDE00093.mp4	36.967213	55	0.095189	0.001945	0.323439	0.919002	13.778016	2.178986	169.240432	0.04966	41.251924	0	0.020706	0.036692
94	ACCEDE00094.mp4	56.74461	39	0.023573	0.001999	0.047747	0.90353	18.502687	2.721024	203.431137	0.039478	41.965751	0	0.014367	0.027924
95	ACCEDE00095.mp4	50.820427	18	0.091592	0.005481	0.040983	0.928092	9.533059	3.270019	260.937988	0.035485	63.243095	0	0.0157	0.026784
96	ACCEDE00096.mp4	120.984444	281	0.245692	0.003919	0.226893	0.900463	9.659525	3.043852	248.709359	0.038967	65.53872	0	0.016069	0.029118
97	ACCEDE00097.mp4	11.222162	62	0.063368	0.256657	0.200958	0.773826	9.260439	4.339595	364.787476	0.02916	71.685767	0	0.012938	0.020669
98	ACCEDE00098.mp4	46.413887	27	0.058795	0.022361	0.183848	0.74391	14.967462	0.329756	26.678237	0.150641	2.560639	0.002004	0.268872	0.27352
99	ACCEDE00099.mp4	37.825562	32	0.019256	0.007975	0.030396	0.858694	10.668288	0.567089	42.64216	0.132462	4.663183	0	0.200987	0.215995
100	ACCEDE00100.mp4	53.832783	39	0.070294	0.004085	0.053402	0.812944	11.476551	0.506425	38.478316	0.13868	1.615256	0.00032	0.22412	0.2365
101	ACCEDE00101.mp4	44.788311	87	0.098132	0.006682	0.071925	0.938132	15.993716	0.852904	64.831624	0.118958	3.246373	0	0.12586	0.151781
102	ACCEDE00102.mp4	45.123398	27	0.068457	0.009446	0.179616	0.73234	15.131533	0.492605	40.426136	0.136253	2.123289	0	0.218965	0.228123
103	ACCEDE00103.mp4	34.709034	31	0.085299	0.054879	0.216582	0.831492	10.132079	1.299426	103.762156	0.10221	5.721756	0	0.131113	0.151236
104	ACCEDE00104.mp4	60.92276	33	0.077058	0.003532	0.027154	0.81428	15.057017	1.262378	112.022816	0.104358	7.117355	0.000311	0.127522	0.155607
105	ACCEDE00105.mp4	81.055901	225	0.113151	0.012596	0.184908	0.857914	10.917292	2.373819	192.265108	0.050006	49.320697	0.001767	0.023677	0.043004
106	ACCEDE00106.mp4	77.580482	39	0.028855	0.009309	0.031666	0.884449	13.108864	2.534857	187.969702	0.049531	49.762147	0.003458	0.026882	0.044995
107	ACCEDE00107.mp4	80.847771	28	0.048076	0.007426	0.075414	0.902633	9.565929	2.885853	227.50681	0.045616	41.459828	0.006575	0.022994	0.041445
108	ACCEDE00108.mp4	81.827934	44	0.045543	0.013859	0.205754	0.891099	10.387279	2.350966	192.767263	0.050316	59.092386	0.005862	0.024129	0.043677
109	ACCEDE00109.mp4	76.594177	41	0.222337	0.00251	0.016493	0.904445	11.864742	2.051279	166.741929	0.056122	54.28123	0.007076	0.038114	0.056421
110	ACCEDE00110.mp4	97.483109	30	0.159649	0.010069	0.106765	0.866973	8.999943	2.119712	160.699964	0.055013	63.904192	0.008259	0.031137	0.050034
111	ACCEDE00111.mp4	85.52607	31	0.120061	0.008822	0.111737	0.854371	11.450038	2.376079	190.704256	0.052457	51.290394	0.006549	0.028027	0.047828
112	ACCEDE00112.mp4	59.523571	41	0.02635	0.011395	0.054754	0.84677	12.667464	1.136153	89.157792	0.102516	4.134416	0	0.105059	0.130908
113	ACCEDE00113.mp4	31.542162	38	0.139491	0.001259	0.033701	0.894584	5.680923	2.834445	236.286697	0.046465	33.177487	0.002716	0.021305	0.037001
114	ACCEDE00114.mp4	108.536812	30	0.144087	0.01078	0.269747	0.909311	10.053512	1.687421	143.047213	0.066189	17.242195	0	0.010217	0.037037
115	ACCEDE00115.mp4	96.877022	34	0.131326	0.10027	0.229797	0.896319	7.68082	0.820312	68.570205	0.109929	4.917211	0	0.09062	0.114856
116	ACCEDE00116.mp4	93.62545	38	0.102545	0.008045	0.133425	0.930114	12.348466	1.032311	85.65028	0.098522	6.029883	0	0.072357	0.103423
117	ACCEDE00117.mp4	87.459602	32	0.039337	0.007576	0.052114	0.904539	15.229332	1.012883	81.937411	0.097332	6.792305	0	0.051447	0.0888
118	ACCEDE00118.mp4	39.363308	90	0.170078	0.980785	0.288198	0.920549	12.526265	0.272472	21.40847	0.151153	18.556513	0.228225	0.260357	0.2395
119	ACCEDE00119.mp4	35.135216	93	0.111131	0.004185	0.022753	0.844694	13.943937	0.274536	21.800547	0.151277	24.741829	0.209029	0.259762	0.240121
120	ACCEDE00120.mp4	32.708904	43	0.031429	0.003728	0.019376	0.822922	11.974394	0.503716	41.203778	0.13502	2.310954	0	0.184	0.180519
121	ACCEDE00121.mp4	32.491482	41	0.087681	0.00529	0.090874	0.828406	11.889901	0.304661	24.272294	0.148091	1.385845	0.000948	0.246716	0.227229
122	ACCEDE00122.mp4	32.47345	78	0.108181	0.011528	0.128606	0.790798	10.837389	0.296378	23.242863	0.150624	25.262557	0.202568	0.261605	0.239106
123	ACCEDE00123.mp4	48.552315	17	0.048565	0.00571	0.055448	0.756332	13.453159	0.854176	67.265893	0.120684	7.588231	0	0.170008	0.18531
124	ACCEDE00124.mp4	30.621437	33	0.12702	0.002028	0.061422	0.841896	13.757936	0.438392	35.0729	0.141008	9.2339	0.005778	0.225616	0.215007
125	ACCEDE00125.mp4	22.618326	39	0.181517	0.006117	0.271975	0.95577	11.509757	0.679402	50.015398	0.122655	7.540412	0	0.148374	0.153545
126	ACCEDE00126.mp4	24.287685	41	0.133886	0.006404	0.251831	0.899773	9.702334	0.662054	44.164476	0.127124	6.289232	0	0.17584	0.177034
127	ACCEDE00127.mp4	21.651377	51	0.12615	0.007251	0.034794	0.906705	10.482959	0.754815	55.079749	0.119794	12.64189	0	0.145559	0.158196
128	ACCEDE00128.mp4	32.382179	23	0.150397	0.005664	0.128209	0.914992	11.865905	0.503656	45.051436	0.136273	2.583402	0	0.206732	0.200761
129	ACCEDE00129.mp4	83.665146	212	0.224585	0.002896	0.328302	0.913486	9.625817	0.99208	77.431145	0.102669	8.108724	0	0.08798	0.104486
130	ACCEDE00130.mp4	12.717803	40	0.084857	0.018127	0.11777	0.901809	10.743027	3.359876	267.165826	0.029674	147.315629	0	0.002693	0.003162
131	ACCEDE00131.mp4	32.19804	13	0.106056	0.001338	0.014226	0.949366	10.290333	2.468813	203.074766	0.040303	167.666204	0	0.000722	0.000526
132	ACCEDE00132.mp4	24.593899	5	0.02538	0.005606	0.155197	0.935038	10.41518	2.56881	197.705413	0.039582	205.086227	0	0.000527	0.00028
133	ACCEDE00133.mp4	32.488422	214	0.113877	0.036731	0.228179	0.859412	13.616109	2.597313	212.939822	0.038828	172.277685	0	0.000813	0.000221
134	ACCEDE00134.mp4	68.961868	25	0.100371	0.00544	0.096477	0.815231	11.614473	1.165611	87.72504	0.108398	2.608911	0	0.152693	0.170079
135	ACCEDE00135.mp4	77.045662	33	0.130544	0.004276	0.15652	0.85795	14.409391	0.625887	53.483773	0.125281	8.031673	0.00209	0.160361	0.165861
136	ACCEDE00136.mp4	74.07534	27	0.102679	0.069294	0.221217	0.89992	13.451896	0.722208	59.954964	0.120854	7.717009	0.001111	0.153025	0.16426
137	ACCEDE00137.mp4	75.511902	27	0.083523	0.167462	0.235617	0.89779	13.097996	0.497312	41.643393	0.133143	2.434714	0.000283	0.199624	0.189604
138	ACCEDE00138.mp4	87.685539	13	0.068058	0.000565	0.007082	0.88753	12.255947	0.420688	33.317031	0.139237	6.371083	0	0.233889	0.214976
139	ACCEDE00139.mp4	73.440796	27	0.057421	0.033639	0.127431	0.889337	13.710351	0.427133	35.775002	0.14274	2.659613	0.000505	0.242653	0.243576
140	ACCEDE00140.mp4	57.330818	55	0.041224	0.007044	0.063689	0.873933	17.397623	2.287694	173.741986	0.07238	16.100748	0	0.063738	0.085779
141	ACCEDE00141.mp4	74.699982	37	0.123794	0.021306	0.201145	0.845649	12.490267	2.624505	213.642552	0.062074	6.460892	0.002092	0.051479	0.082488
142	ACCEDE00142.mp4	58.883457	45	0.165066	0.008	0.275918	0.923217	17.604721	1.61161	132.919442	0.071649	2.652035	0	0.010896	0.028406
143	ACCEDE00143.mp4	69.942802	36	0.042498	0.007231	0.148327	0.792445	14.273021	1.553009	122.058152	0.072457	16.176203	0	0.021821	0.039007
144	ACCEDE00144.mp4	79.062126	50	0.021988	0.008315	0.028426	0.897342	11.035708	1.047834	90.360602	0.093916	19.243013	0	0.020457	0.051389
145	ACCEDE00145.mp4	20.554098	106	0.098785	0.004188	0.059435	0.890277	11.120565	5.425396	438.049648	0.024903	39.586383	0	0.01573	0.0224
146	ACCEDE00146.mp4	31.443489	15	0.116955	0.010738	0.129854	0.923082	11.544366	4.685513	374.134619	0.043103	15.244434	0	0.039185	0.048955
147	ACCEDE00147.mp4	33.225208	22	0.106514	0.064115	0.182097	0.804744	10.742525	8.057564	619.144161	0.017097	32.833331	0	0.013249	0.017632
148	ACCEDE00148.mp4	23.284441	24	0.059188	0.001341	0.011507	0.850133	7.328667	2.603462	209.006904	0.047986	15.101523	0	0.032939	0.049685
